"id","OFF_RUSH_EPA_AWAY","OFF_PASS_EPA_AWAY","OFF_FDR_AWAY","DEF_RUSH_EPA_AWAY","DEF_PASS_EPA_AWAY","DEF_FDR_AWAY","OFF_TO_AWAY","DEF_TO_AWAY","OFF_EXP_RATE_AWAY","DEF_EXP_RATE_AWAY","PENS_AWAY","PEN_YDS_AWAY","OL_METRIC_AWAY","DL_METRIC_AWAY","OFF_RUSH_EPA_HOME","OFF_PASS_EPA_HOME","OFF_FDR_HOME","DEF_RUSH_EPA_HOME","DEF_PASS_EPA_HOME","DEF_FDR_HOME","OFF_TO_HOME","DEF_TO_HOME","OFF_EXP_RATE_HOME","DEF_EXP_RATE_HOME","PENS_HOME","PEN_YDS_HOME","OL_METRIC_HOME","DL_METRIC_HOME","DIV","PTS_DIFF"
"30",-0.209120598151154,-0.431631366079192,0.2,-0.051170467794171,-0.398812533492693,0.183333333333333,4,2,0.0615384615384615,0.05,11,82,4,2,-0.051170467794171,-0.398812533492693,0.183333333333333,-0.209120598151154,-0.431631366079192,0.2,2,4,0.05,0.0615384615384615,9,69,2,4,0,11
"31",-0.0181909935454314,-0.563120748796523,0.137931034482759,-0.163135040081356,-0.263063564396801,0.238095238095238,2,3,0.0344827586206897,0.126984126984127,2,20,4,4,-0.163135040081356,-0.263063564396801,0.238095238095238,-0.0181909935454314,-0.563120748796523,0.137931034482759,3,2,0.126984126984127,0.0344827586206897,8,65,4,4,1,7
"32",-0.384458328170391,-0.447026758913017,0.196078431372549,-0.0621738829758282,0.159861448094669,0.347826086956522,2,1,0.0588235294117647,0.101449275362319,7,50,2,1,-0.0621738829758282,0.159861448094669,0.347826086956522,-0.384458328170391,-0.447026758913017,0.196078431372549,1,2,0.101449275362319,0.0588235294117647,4,20,1,2,0,26
"33",0.0241059832854487,-0.0667931835646901,0.273972602739726,-0.147079361804542,0.413870820543672,0.325,2,1,0.10958904109589,0.2,8,50,3,1,-0.147079361804542,0.413870820543672,0.325,0.0241059832854487,-0.0667931835646901,0.273972602739726,1,2,0.2,0.10958904109589,3,20,1,3,0,24
"34",0.159013390803011,0.0294380640802387,0.295081967213115,-0.108534138997562,0.335975134272625,0.311475409836066,2,0,0.0983606557377049,0.147540983606557,5,30,2,2,-0.108534138997562,0.335975134272625,0.311475409836066,0.159013390803011,0.0294380640802387,0.295081967213115,0,2,0.147540983606557,0.0983606557377049,5,47,2,2,1,-3
"35",-0.505833581383543,-0.00761725443894182,0.245614035087719,-0.249424415608783,-0.197680891038736,0.283783783783784,2,4,0.0526315789473684,0.0810810810810811,9,82,2,0,-0.249424415608783,-0.197680891038736,0.283783783783784,-0.505833581383543,-0.00761725443894182,0.245614035087719,4,2,0.0810810810810811,0.0526315789473684,9,79,0,2,1,-7
"36",0.182258361540417,-0.0596243750951486,0.274193548387097,-0.0480801148840007,0.401156012239661,0.3125,2,0,0.145161290322581,0.09375,7,52,4,1,-0.0480801148840007,0.401156012239661,0.3125,0.182258361540417,-0.0596243750951486,0.274193548387097,0,2,0.09375,0.145161290322581,6,70,1,4,0,12
"37",-0.326693905539846,0.336214178399831,0.274193548387097,-0.229264028244347,0.235941611184454,0.303571428571429,0,0,0.0645161290322581,0.0535714285714286,2,10,1,1,-0.229264028244347,0.235941611184454,0.303571428571429,-0.326693905539846,0.336214178399831,0.274193548387097,0,0,0.0535714285714286,0.0645161290322581,3,25,1,1,0,2
"38",0.0236379566306893,0.190674835047003,0.309090909090909,0.0273174005269687,-0.0118600562518334,0.283582089552239,0,2,0.127272727272727,0.119402985074627,5,35,1,6,0.0273174005269687,-0.0118600562518334,0.283582089552239,0.0236379566306893,0.190674835047003,0.309090909090909,2,0,0.119402985074627,0.127272727272727,8,86,6,1,0,-7
"39",-0.319292850152124,-0.0835471045493905,0.196078431372549,-0.348486859928412,0.378593118190431,0.327868852459016,4,4,0.0980392156862745,0.180327868852459,17,121,3,4,-0.348486859928412,0.378593118190431,0.327868852459016,-0.319292850152124,-0.0835471045493905,0.196078431372549,4,4,0.180327868852459,0.0980392156862745,9,85,4,3,0,7
"40",-0.35404448058833,0.210257247191354,0.238095238095238,-0.126390953199007,-0.535046005408558,0.213114754098361,2,5,0.126984126984127,0.0819672131147541,7,50,1,2,-0.126390953199007,-0.535046005408558,0.213114754098361,-0.35404448058833,0.210257247191354,0.238095238095238,5,2,0.0819672131147541,0.126984126984127,5,43,2,1,0,-1
"41",-0.16464532751845,0.434759879077733,0.310810810810811,-0.155354874460027,-0.128965240188535,0.215384615384615,1,1,0.121621621621622,0.0461538461538462,8,60,0,3,-0.155354874460027,-0.128965240188535,0.215384615384615,-0.16464532751845,0.434759879077733,0.310810810810811,1,1,0.0461538461538462,0.121621621621622,5,45,3,0,0,-20
"42",-0.456013819493819,-0.0646752458233095,0.222222222222222,0.00203718019902761,0.807858565844072,0.327586206896552,1,0,0.0740740740740741,0.137931034482759,3,25,2,0,0.00203718019902761,0.807858565844072,0.327586206896552,-0.456013819493819,-0.0646752458233095,0.222222222222222,0,1,0.137931034482759,0.0740740740740741,3,26,0,2,1,28
"43",-0.283009619521908,-0.340560487875012,0.163265306122449,-0.103006826374622,-0.365218659166913,0.230769230769231,2,1,0.0816326530612245,0.0769230769230769,8,62,2,7,-0.103006826374622,-0.365218659166913,0.230769230769231,-0.283009619521908,-0.340560487875012,0.163265306122449,1,2,0.0769230769230769,0.0816326530612245,2,14,7,2,0,3
"44",0.279617978171728,-0.23273679949616,0.253968253968254,-0.0519629267194824,-0.402781138448821,0.265625,2,3,0.0317460317460317,0.078125,9,88,1,5,-0.0519629267194824,-0.402781138448821,0.265625,0.279617978171728,-0.23273679949616,0.253968253968254,3,2,0.078125,0.0317460317460317,3,25,5,1,0,-14
"45",-0.0136927408536642,0.0477196751001444,0.261538461538462,-0.50383723876439,-0.0615656012635189,0.253521126760563,0,3,0.0769230769230769,0.0563380281690141,5,38,5,3,-0.50383723876439,-0.0615656012635189,0.253521126760563,-0.0136927408536642,0.0477196751001444,0.261538461538462,3,0,0.0563380281690141,0.0769230769230769,6,40,3,5,0,-6
"46",-0.214234660179286,-0.121941755544097,0.227272727272727,-0.0258074762885891,-0.221694729136755,0.256756756756757,1,5,0.106060606060606,0.0405405405405405,6,41,4,3,-0.0258074762885891,-0.221694729136755,0.256756756756757,-0.214234660179286,-0.121941755544097,0.227272727272727,5,1,0.0405405405405405,0.106060606060606,5,35,3,4,0,4
"47",-0.337318754736725,1.07891992533041,0.307692307692308,-0.17708922860038,-0.131562786592309,0.231884057971014,2,1,0.173076923076923,0.0579710144927536,5,34,2,3,-0.17708922860038,-0.131562786592309,0.231884057971014,-0.337318754736725,1.07891992533041,0.307692307692308,1,2,0.0579710144927536,0.173076923076923,5,25,3,2,0,-16
"48",-0.207394735295976,0.209423532753912,0.275,-0.267601594800669,-0.181611201451893,0.215686274509804,2,1,0.075,0.117647058823529,7,59,4,4,-0.267601594800669,-0.181611201451893,0.215686274509804,-0.207394735295976,0.209423532753912,0.275,1,2,0.117647058823529,0.075,5,45,4,4,0,-12
"49",-0.74325321091982,-0.278485000252915,0.166666666666667,-0.238093811866869,0.665236660055694,0.290909090909091,5,1,0.0666666666666667,0.0545454545454545,6,50,1,0,-0.238093811866869,0.665236660055694,0.290909090909091,-0.74325321091982,-0.278485000252915,0.166666666666667,1,5,0.0545454545454545,0.0666666666666667,10,87,0,1,1,16
"50",-0.0971166535940332,0.0193756226734298,0.28125,-0.09992428947489,-0.390015072902817,0.242424242424242,2,6,0.09375,0.0757575757575758,4,43,4,1,-0.09992428947489,-0.390015072902817,0.242424242424242,-0.0971166535940332,0.0193756226734298,0.28125,6,2,0.0757575757575758,0.09375,7,82,1,4,0,-8
"51",-0.25023836158874,0.104225899453186,0.307692307692308,-0.0893021140110922,0.262113813049062,0.298245614035088,2,1,0.123076923076923,0.087719298245614,10,74,3,0,-0.0893021140110922,0.262113813049062,0.298245614035088,-0.25023836158874,0.104225899453186,0.307692307692308,1,2,0.087719298245614,0.123076923076923,5,50,0,3,1,7
"52",-0.328032568654414,-0.305382545725875,0.173076923076923,-0.0872433104756937,-0.364442787335166,0.253333333333333,3,5,0.0192307692307692,0.0933333333333333,6,35,5,2,-0.0872433104756937,-0.364442787335166,0.253333333333333,-0.328032568654414,-0.305382545725875,0.173076923076923,5,3,0.0933333333333333,0.0192307692307692,5,51,2,5,1,11
"53",-0.0259499394939806,-0.335179208477791,0.196428571428571,-0.274065547547634,-0.37927115554986,0.194029850746269,1,2,0.0178571428571429,0.0298507462686567,5,32,1,4,-0.274065547547634,-0.37927115554986,0.194029850746269,-0.0259499394939806,-0.335179208477791,0.196428571428571,2,1,0.0298507462686567,0.0178571428571429,7,65,4,1,1,-14
"54",-0.115510249527712,-0.0478169015028738,0.233766233766234,-0.159266432267032,-0.428978188667491,0.170212765957447,4,2,0.025974025974026,0.0638297872340425,13,113,1,3,-0.159266432267032,-0.428978188667491,0.170212765957447,-0.115510249527712,-0.0478169015028738,0.233766233766234,2,4,0.0638297872340425,0.025974025974026,6,54,3,1,1,7
"55",0.156392498127216,0.172985469211947,0.318181818181818,-0.167723415844823,0.00406411489259529,0.192982456140351,1,1,0.136363636363636,0.105263157894737,9,88,2,2,-0.167723415844823,0.00406411489259529,0.192982456140351,0.156392498127216,0.172985469211947,0.318181818181818,1,1,0.105263157894737,0.136363636363636,5,40,2,2,1,1
